lon,lat,treatment_intensity,building_footprint,tin_roof_area,night_light
34.3275,0.0775,13-,0%-1%,0%-1%,0.0-0.4
34.3325,0.0775,4-6,1%-2%,0%-1%,0.0-0.4
34.3375,0.0775,4-6,1%-2%,1%-2%,0.0-0.4
34.3575,0.0775,10-12,1%-2%,0%-1%,0.0-0.4
34.3625,0.0775,0-3,0%-1%,0%-1%,0.0-0.4
34.3675,0.0775,0-3,0%-1%,0%-1%,0.0-0.4
34.3725,0.0775,0-3,1%-2%,0%-1%,0.0-0.4
34.0725,0.0825,7-9,0%-1%,0%-1%,0.0-0.4
34.0775,0.0825,10-12,1%-2%,1%-2%,0.0-0.4
34.0825,0.0825,10-12,0%-1%,0%-1%,0.0-0.4
34.0875,0.0825,13-,3%-4%,2%-3%,0.0-0.4
34.0925,0.0825,13-,3%-4%,2%-3%,0.0-0.4
34.1025,0.0825,13-,1%-2%,0%-1%,0.0-0.4
34.1075,0.0825,13-,1%-2%,0%-1%,0.0-0.4
34.1125,0.0825,13-,1%-2%,0%-1%,0.0-0.4
34.1175,0.0825,4-6,3%-4%,2%-3%,0.0-0.4
34.1275,0.0825,0-3,0%-1%,0%-1%,0.0-0.4
34.1325,0.0825,0-3,1%-2%,1%-2%,0.0-0.4
34.1525,0.0825,0-3,3%-4%,1%-2%,0.0-0.4
34.1575,0.0825,0-3,2%-3%,1%-2%,0.0-0.4
34.1625,0.0825,7-9,1%-2%,0%-1%,0.0-0.4
34.1675,0.0825,0-3,1%-2%,0%-1%,0.0-0.4
34.1725,0.0825,10-12,1%-2%,0%-1%,0.0-0.4
34.1775,0.0825,7-9,1%-2%,0%-1%,0.0-0.4
34.1825,0.0825,0-3,1%-2%,0%-1%,0.0-0.4
34.1875,0.0825,4-6,1%-2%,0%-1%,0.0-0.4
34.2025,0.0825,0-3,1%-2%,0%-1%,0.0-0.4
34.2075,0.0825,13-,1%-2%,0%-1%,0.0-0.4
34.2175,0.0825,0-3,0%-1%,0%-1%,0.0-0.4
34.2225,0.0825,0-3,0%-1%,0%-1%,0.0-0.4
34.2325,0.0825,0-3,2%-3%,1%-2%,0.0-0.4
34.2375,0.0825,0-3,2%-3%,1%-2%,0.0-0.4
34.2425,0.0825,0-3,2%-3%,1%-2%,0.0-0.4
34.2475,0.0825,0-3,1%-2%,0%-1%,0.0-0.4
34.2525,0.0825,4-6,2%-3%,1%-2%,0.0-0.4
34.2575,0.0825,0-3,1%-2%,0%-1%,0.4-0.8
34.2625,0.0825,4-6,1%-2%,0%-1%,0.0-0.4
34.2675,0.0825,13-,1%-2%,0%-1%,0.0-0.4
34.2725,0.0825,0-3,1%-2%,0%-1%,0.4-0.8
34.2775,0.0825,13-,3%-4%,1%-2%,0.8-1.2
34.3175,0.0825,0-3,1%-2%,0%-1%,0.0-0.4
34.3225,0.0825,4-6,0%-1%,0%-1%,0.0-0.4
34.3325,0.0825,7-9,1%-2%,1%-2%,0.0-0.4
34.3375,0.0825,0-3,0%-1%,0%-1%,0.0-0.4
34.3675,0.0825,0-3,0%-1%,0%-1%,0.0-0.4
34.3725,0.0825,0-3,0%-1%,0%-1%,0.0-0.4
34.0675,0.0875,13-,2%-3%,2%-3%,0.0-0.4
34.0725,0.0875,13-,2%-3%,2%-3%,0.0-0.4
34.0775,0.0875,13-,1%-2%,0%-1%,0.0-0.4
34.0875,0.0875,13-,1%-2%,1%-2%,0.0-0.4
34.0925,0.0875,10-12,3%-4%,2%-3%,0.0-0.4
34.1025,0.0875,13-,2%-3%,1%-2%,0.0-0.4
34.1075,0.0875,13-,0%-1%,0%-1%,0.0-0.4
34.1125,0.0875,7-9,0%-1%,0%-1%,0.0-0.4
34.1175,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.1225,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.1275,0.0875,0-3,1%-2%,1%-2%,0.0-0.4
34.1325,0.0875,0-3,2%-3%,1%-2%,0.0-0.4
34.1425,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.1475,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.1525,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.1575,0.0875,0-3,2%-3%,1%-2%,0.0-0.4
34.1625,0.0875,0-3,2%-3%,1%-2%,0.0-0.4
34.1725,0.0875,4-6,2%-3%,1%-2%,0.0-0.4
34.1775,0.0875,0-3,2%-3%,1%-2%,0.0-0.4
34.1825,0.0875,7-9,1%-2%,0%-1%,0.0-0.4
34.1875,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.2175,0.0875,4-6,0%-1%,0%-1%,0.0-0.4
34.2225,0.0875,4-6,1%-2%,0%-1%,0.0-0.4
34.2375,0.0875,0-3,2%-3%,0%-1%,0.0-0.4
34.2425,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.2475,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.2525,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.2575,0.0875,4-6,1%-2%,0%-1%,0.0-0.4
34.2625,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.2675,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.2725,0.0875,7-9,1%-2%,0%-1%,0.4-0.8
34.2775,0.0875,10-12,1%-2%,0%-1%,0.4-0.8
34.3075,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.3125,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.3175,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.3225,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.3275,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.3325,0.0875,0-3,1%-2%,0%-1%,0.0-0.4
34.3675,0.0875,0-3,0%-1%,0%-1%,0.0-0.4
34.0875,0.0925,13-,0%-1%,0%-1%,0.0-0.4
34.0925,0.0925,4-6,0%-1%,0%-1%,0.0-0.4
34.0975,0.0925,13-,2%-3%,2%-3%,0.0-0.4
34.1025,0.0925,0-3,1%-2%,1%-2%,0.0-0.4
34.1075,0.0925,10-12,1%-2%,0%-1%,0.0-0.4
34.1125,0.0925,0-3,1%-2%,0%-1%,0.0-0.4
34.1175,0.0925,0-3,2%-3%,1%-2%,0.0-0.4
34.1225,0.0925,0-3,1%-2%,1%-2%,0.0-0.4
34.1275,0.0925,0-3,2%-3%,1%-2%,0.0-0.4
34.1325,0.0925,0-3,2%-3%,1%-2%,0.0-0.4
34.1375,0.0925,0-3,3%-4%,1%-2%,0.0-0.4
34.1425,0.0925,0-3,1%-2%,1%-2%,0.0-0.4
34.1675,0.0925,0-3,2%-3%,1%-2%,0.4-0.8
34.2125,0.0925,0-3,1%-2%,1%-2%,0.0-0.4
34.2175,0.0925,7-9,1%-2%,0%-1%,0.0-0.4
34.2225,0.0925,4-6,1%-2%,0%-1%,0.0-0.4
34.2275,0.0925,0-3,2%-3%,1%-2%,0.0-0.4
34.2325,0.0925,7-9,2%-3%,1%-2%,0.0-0.4
34.2375,0.0925,10-12,1%-2%,0%-1%,0.0-0.4
34.2525,0.0925,0-3,0%-1%,0%-1%,0.0-0.4
34.2575,0.0925,13-,1%-2%,0%-1%,0.0-0.4
34.2625,0.0925,7-9,1%-2%,0%-1%,0.0-0.4
34.2675,0.0925,13-,2%-3%,1%-2%,0.0-0.4
34.2725,0.0925,7-9,1%-2%,0%-1%,0.0-0.4
34.2775,0.0925,10-12,1%-2%,0%-1%,0.0-0.4
34.3025,0.0925,4-6,1%-2%,1%-2%,0.0-0.4
34.3075,0.0925,13-,1%-2%,0%-1%,0.0-0.4
34.3125,0.0925,7-9,1%-2%,0%-1%,0.0-0.4
34.3175,0.0925,0-3,1%-2%,0%-1%,0.0-0.4
34.3225,0.0925,0-3,1%-2%,1%-2%,0.0-0.4
34.3275,0.0925,0-3,1%-2%,0%-1%,0.0-0.4
34.0875,0.0975,4-6,0%-1%,0%-1%,0.0-0.4
34.0925,0.0975,4-6,1%-2%,0%-1%,0.0-0.4
34.0975,0.0975,10-12,2%-3%,1%-2%,0.0-0.4
34.1025,0.0975,0-3,3%-4%,2%-3%,0.0-0.4
34.1075,0.0975,0-3,1%-2%,1%-2%,0.0-0.4
34.1125,0.0975,0-3,1%-2%,1%-2%,0.0-0.4
34.1175,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.1325,0.0975,0-3,1%-2%,1%-2%,0.0-0.4
34.1375,0.0975,7-9,3%-4%,2%-3%,0.0-0.4
34.1625,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.1675,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.2025,0.0975,0-3,0%-1%,0%-1%,0.0-0.4
34.2075,0.0975,0-3,0%-1%,0%-1%,0.0-0.4
34.2125,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.2175,0.0975,7-9,1%-2%,1%-2%,0.0-0.4
34.2225,0.0975,7-9,1%-2%,0%-1%,0.0-0.4
34.2275,0.0975,7-9,2%-3%,1%-2%,0.0-0.4
34.2375,0.0975,0-3,0%-1%,0%-1%,0.0-0.4
34.2475,0.0975,0-3,0%-1%,0%-1%,0.0-0.4
34.2525,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.2575,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.2625,0.0975,10-12,1%-2%,1%-2%,0.0-0.4
34.2675,0.0975,4-6,1%-2%,0%-1%,0.0-0.4
34.2725,0.0975,4-6,2%-3%,1%-2%,0.0-0.4
34.2775,0.0975,13-,1%-2%,1%-2%,0.0-0.4
34.2875,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.2925,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.3025,0.0975,10-12,1%-2%,0%-1%,0.0-0.4
34.3075,0.0975,13-,1%-2%,1%-2%,0.0-0.4
34.3125,0.0975,13-,1%-2%,0%-1%,0.0-0.4
34.3175,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.3225,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.3275,0.0975,0-3,1%-2%,1%-2%,0.0-0.4
34.3325,0.0975,0-3,0%-1%,0%-1%,0.0-0.4
34.3425,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.3475,0.0975,0-3,0%-1%,0%-1%,0.0-0.4
34.3525,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.3575,0.0975,0-3,1%-2%,0%-1%,0.0-0.4
34.0775,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.0875,0.1025,13-,1%-2%,0%-1%,0.0-0.4
34.0925,0.1025,10-12,1%-2%,1%-2%,0.0-0.4
34.0975,0.1025,7-9,1%-2%,0%-1%,0.0-0.4
34.1025,0.1025,10-12,3%-4%,2%-3%,0.0-0.4
34.1075,0.1025,13-,2%-3%,1%-2%,0.0-0.4
34.1125,0.1025,0-3,2%-3%,1%-2%,0.0-0.4
34.1175,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.1225,0.1025,0-3,2%-3%,1%-2%,0.0-0.4
34.1275,0.1025,13-,2%-3%,1%-2%,0.0-0.4
34.1325,0.1025,4-6,1%-2%,0%-1%,0.0-0.4
34.1375,0.1025,13-,1%-2%,0%-1%,0.0-0.4
34.1425,0.1025,0-3,2%-3%,1%-2%,0.0-0.4
34.1525,0.1025,0-3,1%-2%,0%-1%,0.0-0.4
34.1625,0.1025,7-9,1%-2%,0%-1%,0.8-1.2
34.1675,0.1025,10-12,2%-3%,1%-2%,0.4-0.8
34.1725,0.1025,4-6,0%-1%,0%-1%,0.0-0.4
34.1775,0.1025,13-,2%-3%,1%-2%,0.0-0.4
34.1825,0.1025,7-9,1%-2%,1%-2%,0.0-0.4
34.1875,0.1025,0-3,1%-2%,1%-2%,0.0-0.4
34.2025,0.1025,0-3,1%-2%,0%-1%,0.0-0.4
34.2075,0.1025,0-3,1%-2%,1%-2%,0.0-0.4
34.2175,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.2225,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.2275,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.2525,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.2575,0.1025,4-6,1%-2%,0%-1%,0.0-0.4
34.2625,0.1025,4-6,1%-2%,0%-1%,0.0-0.4
34.2675,0.1025,13-,1%-2%,0%-1%,0.0-0.4
34.2725,0.1025,0-3,1%-2%,0%-1%,0.0-0.4
34.2775,0.1025,13-,1%-2%,1%-2%,0.0-0.4
34.2825,0.1025,4-6,2%-3%,1%-2%,0.0-0.4
34.2875,0.1025,0-3,2%-3%,1%-2%,0.0-0.4
34.2925,0.1025,0-3,1%-2%,1%-2%,0.0-0.4
34.2975,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.3025,0.1025,10-12,0%-1%,0%-1%,0.0-0.4
34.3075,0.1025,4-6,2%-3%,1%-2%,0.0-0.4
34.3125,0.1025,0-3,2%-3%,0%-1%,0.0-0.4
34.3175,0.1025,0-3,2%-3%,1%-2%,0.0-0.4
34.3225,0.1025,0-3,1%-2%,0%-1%,0.0-0.4
34.3275,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.3325,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.3425,0.1025,0-3,2%-3%,0%-1%,0.0-0.4
34.3475,0.1025,0-3,1%-2%,0%-1%,0.0-0.4
34.3525,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.3575,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.3625,0.1025,0-3,0%-1%,0%-1%,0.0-0.4
34.0725,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.0775,0.1075,7-9,1%-2%,1%-2%,0.0-0.4
34.0825,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.0875,0.1075,13-,1%-2%,1%-2%,0.0-0.4
34.0925,0.1075,13-,2%-3%,1%-2%,0.0-0.4
34.0975,0.1075,4-6,3%-4%,1%-2%,0.0-0.4
34.1025,0.1075,13-,3%-4%,2%-3%,0.0-0.4
34.1075,0.1075,13-,3%-4%,2%-3%,0.0-0.4
34.1125,0.1075,0-3,1%-2%,1%-2%,0.0-0.4
34.1175,0.1075,7-9,1%-2%,0%-1%,0.0-0.4
34.1225,0.1075,0-3,1%-2%,1%-2%,0.0-0.4
34.1275,0.1075,7-9,1%-2%,1%-2%,0.0-0.4
34.1325,0.1075,4-6,1%-2%,1%-2%,0.0-0.4
34.1375,0.1075,4-6,1%-2%,1%-2%,0.0-0.4
34.1425,0.1075,7-9,2%-3%,1%-2%,0.0-0.4
34.1475,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.1525,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.1575,0.1075,0-3,1%-2%,0%-1%,0.4-0.8
34.1625,0.1075,0-3,1%-2%,0%-1%,0.4-0.8
34.1675,0.1075,7-9,2%-3%,1%-2%,0.4-0.8
34.1725,0.1075,4-6,1%-2%,0%-1%,0.0-0.4
34.1775,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.1825,0.1075,0-3,2%-3%,1%-2%,0.0-0.4
34.1875,0.1075,4-6,3%-4%,2%-3%,0.0-0.4
34.1925,0.1075,7-9,2%-3%,1%-2%,0.0-0.4
34.1975,0.1075,0-3,2%-3%,0%-1%,0.0-0.4
34.2025,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.2075,0.1075,7-9,1%-2%,0%-1%,0.0-0.4
34.2175,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.2225,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.2275,0.1075,4-6,1%-2%,0%-1%,0.0-0.4
34.2525,0.1075,0-3,1%-2%,1%-2%,0.0-0.4
34.2575,0.1075,10-12,1%-2%,0%-1%,0.0-0.4
34.2625,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.2675,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.2725,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.2825,0.1075,0-3,3%-4%,2%-3%,0.4-0.8
34.2925,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.2975,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.3025,0.1075,10-12,1%-2%,0%-1%,0.0-0.4
34.3075,0.1075,10-12,1%-2%,1%-2%,0.0-0.4
34.3125,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.3175,0.1075,4-6,1%-2%,0%-1%,0.0-0.4
34.3225,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.3325,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.3375,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.3425,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.3475,0.1075,0-3,1%-2%,0%-1%,0.0-0.4
34.3525,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.3575,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.3625,0.1075,0-3,0%-1%,0%-1%,0.0-0.4
34.0775,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.0825,0.1125,13-,1%-2%,1%-2%,0.0-0.4
34.0875,0.1125,13-,2%-3%,1%-2%,0.0-0.4
34.0925,0.1125,13-,3%-4%,2%-3%,0.0-0.4
34.0975,0.1125,4-6,2%-3%,1%-2%,0.0-0.4
34.1025,0.1125,7-9,3%-4%,2%-3%,0.0-0.4
34.1075,0.1125,7-9,2%-3%,2%-3%,0.0-0.4
34.1125,0.1125,4-6,1%-2%,1%-2%,0.0-0.4
34.1175,0.1125,13-,2%-3%,1%-2%,0.0-0.4
34.1225,0.1125,10-12,3%-4%,2%-3%,0.4-0.8
34.1375,0.1125,7-9,3%-4%,2%-3%,0.0-0.4
34.1425,0.1125,0-3,2%-3%,1%-2%,0.0-0.4
34.1475,0.1125,0-3,1%-2%,1%-2%,0.0-0.4
34.1575,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.1625,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.1675,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.1725,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.1825,0.1125,7-9,1%-2%,1%-2%,0.0-0.4
34.1875,0.1125,0-3,2%-3%,1%-2%,0.0-0.4
34.1925,0.1125,7-9,1%-2%,1%-2%,0.0-0.4
34.1975,0.1125,4-6,1%-2%,0%-1%,0.0-0.4
34.2025,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.2075,0.1125,13-,1%-2%,0%-1%,0.0-0.4
34.2125,0.1125,4-6,2%-3%,1%-2%,0.0-0.4
34.2225,0.1125,0-3,1%-2%,1%-2%,0.0-0.4
34.2275,0.1125,4-6,1%-2%,1%-2%,0.0-0.4
34.2325,0.1125,13-,2%-3%,1%-2%,0.0-0.4
34.2375,0.1125,0-3,2%-3%,1%-2%,0.0-0.4
34.2525,0.1125,4-6,1%-2%,0%-1%,0.0-0.4
34.2575,0.1125,10-12,1%-2%,1%-2%,0.0-0.4
34.2625,0.1125,0-3,1%-2%,1%-2%,0.0-0.4
34.2675,0.1125,0-3,2%-3%,0%-1%,0.0-0.4
34.2725,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.2975,0.1125,0-3,2%-3%,1%-2%,0.0-0.4
34.3025,0.1125,7-9,1%-2%,0%-1%,0.0-0.4
34.3075,0.1125,0-3,0%-1%,0%-1%,0.0-0.4
34.3125,0.1125,0-3,0%-1%,0%-1%,0.0-0.4
34.3325,0.1125,0-3,2%-3%,1%-2%,0.0-0.4
34.3375,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.3425,0.1125,0-3,0%-1%,0%-1%,0.0-0.4
34.3475,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.3525,0.1125,0-3,1%-2%,0%-1%,0.0-0.4
34.3575,0.1125,0-3,0%-1%,0%-1%,0.0-0.4
34.0775,0.1175,4-6,0%-1%,0%-1%,0.0-0.4
34.0825,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.0875,0.1175,7-9,2%-3%,1%-2%,0.0-0.4
34.0925,0.1175,4-6,2%-3%,1%-2%,0.4-0.8
34.0975,0.1175,13-,3%-4%,2%-3%,0.0-0.4
34.1025,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.1125,0.1175,4-6,0%-1%,0%-1%,0.0-0.4
34.1175,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.1325,0.1175,4-6,1%-2%,1%-2%,0.4-0.8
34.1375,0.1175,13-,2%-3%,1%-2%,0.0-0.4
34.1425,0.1175,7-9,1%-2%,0%-1%,0.0-0.4
34.1475,0.1175,0-3,3%-4%,2%-3%,0.0-0.4
34.1525,0.1175,0-3,3%-4%,1%-2%,0.0-0.4
34.1575,0.1175,13-,1%-2%,1%-2%,0.0-0.4
34.1625,0.1175,4-6,1%-2%,1%-2%,0.0-0.4
34.1725,0.1175,4-6,0%-1%,0%-1%,0.0-0.4
34.1775,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.1875,0.1175,0-3,0%-1%,0%-1%,0.0-0.4
34.1925,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.1975,0.1175,13-,2%-3%,1%-2%,0.0-0.4
34.2025,0.1175,0-3,0%-1%,0%-1%,0.0-0.4
34.2075,0.1175,0-3,0%-1%,0%-1%,0.0-0.4
34.2225,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.2275,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.2325,0.1175,13-,2%-3%,1%-2%,0.0-0.4
34.2375,0.1175,0-3,2%-3%,1%-2%,0.0-0.4
34.2425,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.2525,0.1175,0-3,0%-1%,0%-1%,0.0-0.4
34.2575,0.1175,0-3,1%-2%,1%-2%,0.0-0.4
34.2625,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.2675,0.1175,0-3,2%-3%,1%-2%,0.0-0.4
34.2725,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.2975,0.1175,0-3,0%-1%,0%-1%,0.0-0.4
34.3325,0.1175,0-3,3%-4%,2%-3%,0.4-0.8
34.3375,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.3425,0.1175,0-3,1%-2%,1%-2%,0.0-0.4
34.3475,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.3525,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.3575,0.1175,0-3,1%-2%,0%-1%,0.0-0.4
34.0875,0.1225,0-3,0%-1%,0%-1%,0.0-0.4
34.0925,0.1225,7-9,2%-3%,1%-2%,0.4-0.8
34.0975,0.1225,7-9,1%-2%,1%-2%,0.0-0.4
34.1025,0.1225,0-3,0%-1%,0%-1%,0.0-0.4
34.1075,0.1225,0-3,1%-2%,1%-2%,0.0-0.4
34.1125,0.1225,0-3,0%-1%,0%-1%,0.0-0.4
34.1175,0.1225,0-3,0%-1%,0%-1%,0.0-0.4
34.1325,0.1225,0-3,0%-1%,0%-1%,0.0-0.4
34.1375,0.1225,4-6,0%-1%,0%-1%,0.0-0.4
34.1475,0.1225,4-6,1%-2%,0%-1%,0.0-0.4
34.1525,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.1575,0.1225,10-12,3%-4%,1%-2%,0.0-0.4
34.1625,0.1225,0-3,3%-4%,2%-3%,0.0-0.4
34.1825,0.1225,0-3,0%-1%,0%-1%,0.0-0.4
34.1875,0.1225,0-3,1%-2%,1%-2%,0.0-0.4
34.1925,0.1225,0-3,1%-2%,1%-2%,0.0-0.4
34.1975,0.1225,10-12,2%-3%,1%-2%,0.0-0.4
34.2275,0.1225,4-6,2%-3%,1%-2%,0.0-0.4
34.2325,0.1225,4-6,1%-2%,0%-1%,0.4-0.8
34.2375,0.1225,0-3,1%-2%,1%-2%,0.4-0.8
34.2425,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.2575,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.2625,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.2825,0.1225,7-9,1%-2%,0%-1%,0.0-0.4
34.2875,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.3075,0.1225,0-3,2%-3%,1%-2%,0.0-0.4
34.3125,0.1225,0-3,2%-3%,1%-2%,0.0-0.4
34.3325,0.1225,0-3,2%-3%,1%-2%,0.4-0.8
34.3375,0.1225,0-3,2%-3%,1%-2%,0.0-0.4
34.3425,0.1225,4-6,0%-1%,0%-1%,0.0-0.4
34.3475,0.1225,10-12,0%-1%,0%-1%,0.0-0.4
34.3525,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.3575,0.1225,0-3,1%-2%,0%-1%,0.0-0.4
34.0925,0.1275,0-3,3%-4%,2%-3%,0.0-0.4
34.0975,0.1275,0-3,2%-3%,1%-2%,0.0-0.4
34.1025,0.1275,0-3,0%-1%,0%-1%,0.0-0.4
34.1125,0.1275,13-,2%-3%,1%-2%,0.0-0.4
34.1175,0.1275,13-,1%-2%,1%-2%,0.0-0.4
34.1375,0.1275,4-6,0%-1%,0%-1%,0.0-0.4
34.1425,0.1275,13-,2%-3%,1%-2%,0.0-0.4
34.1475,0.1275,0-3,0%-1%,0%-1%,0.0-0.4
34.1525,0.1275,0-3,1%-2%,0%-1%,0.0-0.4
34.1575,0.1275,0-3,1%-2%,0%-1%,0.0-0.4
34.1925,0.1275,4-6,0%-1%,0%-1%,0.0-0.4
34.1975,0.1275,4-6,0%-1%,0%-1%,0.0-0.4
34.2025,0.1275,0-3,2%-3%,1%-2%,0.0-0.4
34.2225,0.1275,0-3,1%-2%,1%-2%,0.0-0.4
34.2275,0.1275,10-12,2%-3%,1%-2%,0.0-0.4
34.2325,0.1275,4-6,1%-2%,1%-2%,0.0-0.4
34.2375,0.1275,0-3,0%-1%,0%-1%,0.0-0.4
34.2425,0.1275,0-3,0%-1%,0%-1%,0.4-0.8
34.2525,0.1275,0-3,1%-2%,0%-1%,0.0-0.4
34.2575,0.1275,0-3,0%-1%,0%-1%,0.0-0.4
34.2625,0.1275,4-6,1%-2%,0%-1%,0.0-0.4
34.2675,0.1275,0-3,1%-2%,0%-1%,0.0-0.4
34.2825,0.1275,10-12,1%-2%,1%-2%,0.0-0.4
34.2875,0.1275,10-12,1%-2%,0%-1%,0.0-0.4
34.3025,0.1275,7-9,1%-2%,0%-1%,0.0-0.4
34.3075,0.1275,7-9,2%-3%,1%-2%,0.4-0.8
34.3125,0.1275,4-6,1%-2%,1%-2%,0.0-0.4
34.3325,0.1275,0-3,2%-3%,1%-2%,0.0-0.4
34.3475,0.1275,10-12,1%-2%,0%-1%,0.0-0.4
34.3525,0.1275,7-9,0%-1%,0%-1%,0.0-0.4
34.3575,0.1275,0-3,0%-1%,0%-1%,0.0-0.4
34.0975,0.1325,0-3,2%-3%,1%-2%,0.0-0.4
34.1125,0.1325,10-12,1%-2%,0%-1%,0.0-0.4
34.1175,0.1325,13-,1%-2%,1%-2%,0.0-0.4
34.1325,0.1325,0-3,0%-1%,0%-1%,0.0-0.4
34.1375,0.1325,0-3,0%-1%,0%-1%,0.0-0.4
34.1425,0.1325,13-,2%-3%,1%-2%,0.0-0.4
34.1475,0.1325,0-3,1%-2%,1%-2%,0.0-0.4
34.1525,0.1325,0-3,1%-2%,0%-1%,0.0-0.4
34.1575,0.1325,0-3,1%-2%,0%-1%,0.0-0.4
34.1825,0.1325,0-3,1%-2%,1%-2%,0.0-0.4
34.1925,0.1325,0-3,1%-2%,0%-1%,0.0-0.4
34.1975,0.1325,7-9,1%-2%,1%-2%,0.0-0.4
34.2025,0.1325,7-9,1%-2%,0%-1%,0.0-0.4
34.2175,0.1325,7-9,1%-2%,0%-1%,0.0-0.4
